Employee_ID,Name,Age,Department,Salary,Years_at_Company,Performance_Score,Last_Promotion_Year,Training_Hours,Sick_Days,Work_Location,Gender,Job_Level,Education_Level
44,Alice,53,Sales,117641,15,1.99,2022,23,8,Hybrid,Female,Senior,PhD
45,Alice,54,Finance,65664,1,1.36,2018,74,9,Hybrid,Male,Entry,PhD
46,Alice,47,HR,118798,15,3.63,2020,103,8,Hybrid,Other,Senior,Bachelor's
47,Diana,57,Marketing,95853,6,4.75,2019,80,8,Hybrid,Female,Manager,PhD
48,Eve,34,IT,75497,9,1.68,2021,192,14,Remote,Other,Manager,High School
49,Eve,27,IT,56281,13,1.85,2019,10,8,Hybrid,Other,Senior,Master's
50,Eve,39,Marketing,41454,8,3.69,2022,153,1,Hybrid,Male,Manager,High School
51,Bob,38,Sales,95805,3,2.59,2019,87,0,Hybrid,Male,Manager,Master's
52,Charlie,23,Finance,49379,17,1.27,2018,130,13,Onsite,Female,Entry,Master's
53,Charlie,55,Marketing,36920,2,1.03,2019,2,10,Onsite,Other,Mid,PhD
54,Charlie,36,IT,91712,8,1.38,2022,65,1,Remote,Male,Senior,Bachelor's
55,Bob,49,Marketing,32019,5,2.52,2022,111,2,Hybrid,Male,Senior,PhD
56,Alice,30,Marketing,108432,9,3.4,2021,110,11,Onsite,Female,Manager,Master's
57,Bob,27,IT,88865,14,1.65,2022,146,11,Remote,Female,Senior,Master's
58,Bob,29,Sales,76925,9,4.32,2020,183,7,Remote,Male,Mid,Master's
59,Eve,50,HR,97502,9,4.73,2022,29,9,Onsite,Other,Manager,Bachelor's
60,Charlie,34,IT,47354,4,4.49,2020,141,1,Hybrid,Other,Manager,Master's
61,Bob,51,IT,31923,3,4.16,2018,71,3,Hybrid,Other,Manager,PhD
62,Alice,58,Marketing,53419,18,4.07,2018,57,3,Remote,Female,Mid,Bachelor's
63,Diana,25,Marketing,95520,1,3.13,2022,184,13,Hybrid,Female,Manager,Master's
64,Bob,30,HR,100359,5,3.99,2020,19,10,Onsite,Female,Senior,High School
65,Bob,50,Finance,116533,11,3.16,2022,43,3,Hybrid,Other,Entry,PhD
66,Charlie,24,Marketing,118678,12,1.5,2018,124,12,Remote,Female,Senior,PhD
67,Charlie,46,Marketing,83726,9,4.78,2020,133,10,Remote,Other,Entry,PhD
68,Bob,24,Sales,42966,9,2.39,2019,47,8,Onsite,Other,Manager,Bachelor's
69,Charlie,45,Sales,71703,2,1.43,2022,192,10,Hybrid,Female,Manager,High School
70,Diana,54,IT,112515,5,3.54,2021,7,4,Remote,Other,Mid,Master's
71,Eve,49,Marketing,80480,2,2.59,2018,172,14,Hybrid,Female,Mid,Bachelor's
72,Diana,55,Sales,112536,1,3.17,2019,12,0,Remote,Female,Senior,High School
73,Diana,50,IT,113418,7,1.4,2021,133,7,Onsite,Other,Manager,Master's
74,Alice,34,Marketing,48592,19,1.49,2018,137,13,Hybrid,Male,Mid,PhD
75,Charlie,44,Sales,111766,12,2.16,2019,20,7,Onsite,Other,Mid,Bachelor's
76,Diana,27,Sales,104529,4,4.08,2021,58,13,Hybrid,Female,Manager,High School
77,Diana,58,Finance,104081,17,1.0,2018,102,6,Onsite,Male,Entry,High School
78,Bob,27,Sales,49256,8,1.66,2018,112,0,Hybrid,Female,Senior,Bachelor's
79,Diana,30,Finance,34937,14,1.61,2021,159,7,Onsite,Other,Entry,High School
80,Eve,31,HR,89205,10,1.4,2019,149,7,Onsite,Female,Manager,PhD
81,Diana,57,HR,89230,19,2.98,2018,86,4,Remote,Other,Mid,High School
82,Eve,40,Finance,54404,8,1.92,2022,72,9,Hybrid,Female,Senior,Bachelor's
83,Charlie,35,IT,97407,17,2.47,2019,195,13,Remote,Other,Manager,Bachelor's
84,Eve,59,IT,32696,12,4.54,2018,149,3,Remote,Female,Manager,PhD
85,Alice,43,Marketing,69995,7,1.33,2020,184,0,Hybrid,Female,Manager,Master's
86,Eve,48,HR,83043,14,4.71,2021,29,6,Hybrid,Other,Manager,PhD
87,Eve,24,Finance,102737,11,1.2,2022,26,5,Hybrid,Male,Senior,High School
88,Alice,26,IT,101728,18,1.52,2022,73,11,Remote,Male,Entry,Master's
89,Eve,31,Finance,40883,14,2.38,2022,141,7,Onsite,Female,Mid,Bachelor's
90,Eve,37,Finance,35921,1,1.16,2021,118,3,Onsite,Other,Mid,High School
91,Bob,25,Marketing,33350,16,1.45,2021,73,14,Hybrid,Other,Manager,PhD
92,Eve,38,Marketing,118626,12,1.49,2018,9,4,Hybrid,Other,Entry,Master's
93,Bob,34,IT,79973,5,4.45,2018,121,6,Remote,Other,Mid,High School
94,Eve,31,HR,72215,1,1.04,2019,54,5,Remote,Female,Senior,High School
95,Charlie,48,Sales,111363,7,4.18,2020,184,14,Hybrid,Female,Mid,PhD
96,Bob,31,Sales,30518,19,1.83,2019,80,1,Onsite,Other,Senior,High School
97,Bob,53,Marketing,103362,2,1.86,2018,172,11,Remote,Male,Manager,High School
98,Alice,23,Finance,48981,14,4.22,2018,49,12,Onsite,Female,Entry,PhD
99,Diana,59,Sales,80898,6,1.36,2022,74,4,Hybrid,Male,Manager,Bachelor's
100,Alice,23,Sales,64694,3,2.94,2018,66,4,Remote,Male,Entry,PhD
101,Alice,55,Marketing,118147,1,4.35,2021,137,11,Remote,Male,Mid,Master's
102,Eve,35,Sales,111962,10,3.84,2018,0,3,Remote,Male,Mid,PhD
103,Eve,37,Sales,95334,1,4.17,2019,155,5,Hybrid,Other,Mid,Bachelor's
104,Charlie,36,Sales,104573,9,3.12,2020,33,4,Remote,Male,Senior,Master's
105,Bob,30,IT,71089,3,4.08,2021,53,8,Remote,Other,Senior,Bachelor's
106,Eve,27,Sales,30446,3,3.14,2020,61,9,Hybrid,Female,Entry,PhD
107,Alice,56,HR,74967,13,2.31,2020,6,0,Onsite,Male,Senior,Bachelor's
108,Eve,43,Marketing,82913,1,1.43,2022,191,14,Onsite,Female,Entry,Bachelor's
109,Diana,58,Finance,53833,6,4.54,2022,80,14,Remote,Other,Senior,PhD
110,Bob,55,Marketing,66310,6,3.19,2018,45,9,Hybrid,Other,Manager,Master's
111,Bob,55,IT,34611,5,2.94,2020,18,13,Onsite,Other,Senior,Master's
112,Diana,32,IT,57253,5,2.95,2021,99,10,Hybrid,Female,Manager,PhD
113,Diana,56,Sales,72229,15,3.62,2020,180,3,Onsite,Female,Manager,Master's
114,Diana,23,IT,72299,12,4.34,2018,72,0,Hybrid,Male,Entry,Master's
115,Charlie,54,IT,63048,12,3.27,2021,66,1,Hybrid,Other,Senior,High School
116,Bob,37,Sales,85439,7,1.56,2021,124,13,Remote,Male,Senior,High School
117,Charlie,40,HR,56692,6,4.33,2022,46,3,Onsite,Female,Mid,Master's
118,Alice,41,Marketing,44993,13,1.53,2020,164,13,Hybrid,Other,Senior,High School
119,Diana,59,Marketing,113258,6,2.3,2021,180,8,Onsite,Other,Mid,Master's
120,Charlie,36,Finance,116947,10,2.29,2020,184,5,Onsite,Other,Mid,Bachelor's
121,Diana,56,Finance,88610,3,4.76,2018,195,2,Hybrid,Male,Mid,Bachelor's
122,Diana,24,Sales,61490,10,2.19,2019,97,12,Hybrid,Female,Entry,Master's
123,Diana,37,Finance,54856,14,2.11,2020,31,8,Onsite,Female,Senior,Bachelor's
124,Alice,39,IT,85250,18,1.41,2021,93,12,Hybrid,Female,Manager,Master's
125,Diana,48,Marketing,44110,1,2.39,2021,150,8,Hybrid,Male,Manager,Master's
126,Alice,32,Sales,95946,18,2.04,2020,134,9,Hybrid,Female,Mid,High School
127,Diana,43,HR,103723,1,3.99,2019,73,14,Onsite,Male,Entry,Master's
128,Bob,53,Marketing,71915,17,2.09,2022,91,2,Onsite,Female,Senior,Bachelor's
129,Bob,33,Marketing,96244,3,3.34,2020,69,4,Onsite,Other,Mid,Master's
130,Bob,43,HR,110792,11,4.09,2020,130,4,Onsite,Female,Manager,Bachelor's
131,Alice,39,Marketing,83798,16,1.2,2020,129,10,Onsite,Female,Manager,High School
132,Charlie,39,HR,43371,2,3.62,2022,171,0,Hybrid,Male,Mid,PhD
133,Eve,43,HR,45925,8,1.6,2019,94,7,Remote,Male,Mid,Bachelor's
134,Eve,39,Sales,82387,10,4.87,2018,103,3,Hybrid,Female,Senior,Master's
135,Bob,45,Sales,45548,4,1.91,2018,193,7,Remote,Male,Manager,PhD
136,Bob,26,Finance,72576,1,2.78,2022,20,10,Onsite,Other,Senior,Bachelor's
137,Alice,47,Finance,104888,19,2.73,2018,101,2,Remote,Male,Mid,PhD
138,Alice,26,HR,73382,17,1.75,2018,43,5,Onsite,Other,Mid,Bachelor's
139,Bob,54,HR,100443,17,1.03,2019,96,11,Onsite,Female,Entry,High School
140,Charlie,55,IT,100598,3,1.13,2020,21,9,Remote,Female,Senior,Bachelor's
141,Alice,57,HR,36944,4,1.7,2018,4,6,Remote,Female,Manager,PhD
142,Diana,52,Marketing,31890,5,1.17,2022,99,14,Remote,Other,Entry,PhD
143,Alice,35,IT,101071,9,2.89,2018,113,13,Remote,Female,Manager,PhD
144,Diana,36,HR,44347,5,2.3,2021,156,13,Hybrid,Other,Manager,Master's
145,Eve,45,Finance,103454,4,2.33,2019,45,11,Hybrid,Male,Entry,High School
146,Bob,48,Sales,108868,17,3.57,2022,34,2,Remote,Female,Entry,Master's
147,Eve,49,Sales,51367,4,2.44,2021,104,4,Remote,Male,Senior,Bachelor's
148,Eve,25,Finance,63016,9,4.56,2020,183,3,Remote,Female,Manager,PhD
149,Diana,44,Sales,55725,9,2.25,2020,185,9,Hybrid,Other,Mid,Bachelor's
150,Eve,25,HR,37300,6,3.92,2019,171,3,Remote,Male,Entry,High School
151,Charlie,33,IT,52652,12,3.97,2018,179,11,Onsite,Female,Mid,PhD
152,Charlie,55,Finance,70749,18,4.36,2020,125,9,Hybrid,Male,Manager,Master's
153,Alice,42,IT,97005,7,4.98,2018,95,2,Remote,Female,Mid,High School
154,Alice,39,Marketing,81302,5,3.19,2019,66,9,Remote,Other,Mid,Bachelor's
155,Diana,45,Finance,40830,4,4.86,2019,162,1,Onsite,Male,Entry,Master's
156,Eve,46,Marketing,71211,1,1.86,2020,30,12,Onsite,Female,Senior,Master's
157,Eve,44,Marketing,39700,14,4.41,2021,45,3,Onsite,Female,Manager,Bachelor's
158,Charlie,26,Finance,106481,19,1.76,2021,167,10,Hybrid,Other,Mid,Master's
159,Diana,53,Marketing,82323,18,3.71,2018,185,9,Remote,Other,Senior,High School
160,Charlie,53,Marketing,43464,19,3.25,2021,110,9,Hybrid,Male,Senior,High School
161,Diana,55,Finance,50288,15,1.5,2020,8,1,Remote,Male,Entry,Bachelor's
162,Alice,40,Sales,87967,2,3.0,2020,21,13,Onsite,Other,Entry,Bachelor's
163,Diana,39,IT,108940,2,1.23,2020,161,4,Remote,Other,Senior,Master's
164,Bob,37,Finance,54404,17,2.32,2018,100,9,Hybrid,Male,Entry,Master's
165,Alice,41,HR,71400,16,2.99,2018,9,0,Remote,Other,Senior,PhD
166,Alice,49,Finance,118286,11,1.46,2022,97,3,Onsite,Other,Mid,High School
167,Diana,34,Sales,48736,5,1.13,2021,168,10,Hybrid,Male,Senior,High School
168,Alice,24,Marketing,55654,3,1.63,2018,76,13,Onsite,Female,Entry,High School
169,Charlie,59,Sales,93549,3,1.6,2018,194,9,Onsite,Female,Mid,Master's
170,Bob,53,Marketing,39014,15,4.95,2021,114,4,Onsite,Other,Manager,Bachelor's
171,Charlie,23,IT,35559,3,2.34,2021,48,3,Hybrid,Male,Mid,Bachelor's
172,Eve,59,Sales,40975,16,4.45,2022,185,1,Hybrid,Male,Entry,Master's
173,Charlie,44,Sales,85830,17,1.8,2020,170,11,Onsite,Other,Entry,PhD
174,Eve,47,Marketing,48127,6,3.38,2021,45,1,Hybrid,Female,Entry,Master's
175,Bob,30,HR,46527,12,2.35,2018,140,11,Remote,Other,Senior,PhD
176,Diana,44,Marketing,36098,9,4.0,2018,30,14,Onsite,Female,Manager,Bachelor's
177,Bob,32,Marketing,32415,10,3.31,2018,63,3,Hybrid,Other,Mid,Master's
178,Diana,55,Sales,97959,15,2.19,2019,56,0,Hybrid,Male,Entry,High School
179,Bob,44,Sales,38518,2,1.97,2018,19,4,Onsite,Other,Entry,Master's
180,Diana,31,HR,69440,17,3.0,2022,197,11,Hybrid,Other,Senior,Bachelor's
181,Bob,57,Finance,77338,13,2.83,2020,168,7,Hybrid,Male,Manager,Bachelor's
182,Bob,22,HR,49033,6,2.4,2020,155,9,Onsite,Male,Manager,PhD
183,Eve,32,IT,57036,10,1.15,2020,174,5,Onsite,Other,Manager,Master's
184,Diana,35,Sales,95559,4,2.68,2021,175,8,Remote,Other,Entry,Master's
185,Eve,30,HR,57948,16,1.47,2022,48,7,Remote,Other,Mid,PhD
186,Eve,24,Finance,62606,19,4.04,2019,88,3,Remote,Female,Manager,Master's
187,Bob,37,Finance,56283,18,1.88,2019,190,10,Remote,Other,Entry,High School
188,Bob,43,HR,51334,15,3.43,2020,105,0,Remote,Other,Manager,Bachelor's
189,Diana,39,HR,32495,1,3.56,2019,65,8,Remote,Male,Senior,Bachelor's
190,Charlie,41,Finance,109976,4,3.64,2018,81,1,Remote,Other,Entry,Bachelor's
191,Diana,29,HR,35163,2,1.67,2021,104,2,Remote,Other,Mid,PhD
192,Charlie,41,HR,83838,11,2.11,2019,168,9,Remote,Male,Senior,Bachelor's
193,Diana,45,IT,47620,5,1.34,2018,91,0,Onsite,Male,Entry,Master's
194,Alice,44,HR,62556,16,1.82,2020,22,4,Remote,Other,Manager,PhD
195,Alice,25,Finance,30640,3,4.76,2020,70,10,Remote,Other,Manager,High School
196,Alice,44,Finance,68343,16,1.49,2021,141,8,Hybrid,Female,Mid,Bachelor's
197,Charlie,50,Finance,102926,5,1.65,2019,33,10,Remote,Male,Senior,Master's
198,Bob,34,HR,38216,2,3.75,2020,52,7,Onsite,Female,Manager,Bachelor's
199,Bob,35,Finance,95552,15,4.71,2018,147,0,Hybrid,Other,Senior,Bachelor's
200,Bob,56,Sales,118213,18,3.62,2022,11,12,Onsite,Female,Mid,High School
201,Charlie,29,Finance,76722,5,3.65,2021,140,4,Remote,Other,Entry,PhD
202,Diana,28,Sales,105015,1,1.44,2022,42,10,Remote,Other,Mid,High School
203,Bob,31,Marketing,40324,15,2.17,2018,2,10,Hybrid,Other,Senior,High School
204,Diana,51,HR,57481,2,1.61,2018,72,5,Hybrid,Female,Entry,PhD
205,Diana,50,HR,73364,6,4.09,2021,24,12,Onsite,Male,Mid,PhD
206,Eve,52,Finance,38456,3,1.72,2020,65,10,Onsite,Other,Senior,High School
207,Bob,43,Sales,83330,18,4.35,2020,73,3,Onsite,Male,Manager,High School
208,Diana,30,IT,42126,5,3.58,2020,55,4,Onsite,Female,Entry,PhD
209,Charlie,36,Sales,116417,10,2.59,2020,38,13,Onsite,Other,Mid,Master's
210,Diana,36,Marketing,116716,7,3.96,2018,33,6,Hybrid,Other,Senior,PhD
211,Alice,27,Sales,108757,5,2.76,2020,15,9,Onsite,Male,Manager,Master's
212,Diana,23,Sales,56013,10,1.42,2018,190,10,Remote,Other,Manager,PhD
213,Diana,42,Finance,112196,2,4.15,2022,51,10,Hybrid,Other,Mid,Bachelor's
214,Bob,29,HR,60725,6,2.54,2021,1,5,Remote,Male,Mid,Master's
215,Diana,31,Sales,86970,4,1.67,2018,92,11,Onsite,Female,Mid,Master's
216,Eve,40,IT,87088,17,3.51,2018,5,7,Hybrid,Female,Manager,PhD
217,Alice,56,Marketing,56381,7,2.59,2019,36,0,Remote,Male,Senior,PhD
218,Eve,47,HR,99994,4,3.2,2020,102,8,Hybrid,Male,Senior,Bachelor's
219,Alice,55,Marketing,96402,4,1.99,2021,171,11,Remote,Other,Mid,Master's
220,Alice,28,Sales,54440,18,3.33,2018,163,4,Onsite,Other,Manager,Master's
221,Bob,41,Sales,58148,9,2.46,2019,27,9,Remote,Other,Entry,PhD
222,Charlie,36,Finance,89842,2,3.03,2018,95,8,Hybrid,Male,Manager,Bachelor's
223,Charlie,57,Marketing,109765,7,3.09,2021,67,8,Hybrid,Other,Senior,Bachelor's
224,Diana,32,HR,68271,19,3.27,2019,112,10,Remote,Other,Senior,Master's
225,Bob,34,Sales,37060,1,2.29,2018,121,1,Hybrid,Female,Manager,Master's
226,Eve,28,Marketing,114636,5,4.32,2020,42,1,Hybrid,Other,Mid,Master's
227,Alice,39,Finance,69354,8,2.12,2018,141,5,Remote,Female,Mid,Bachelor's
228,Alice,42,Marketing,58361,17,2.88,2018,157,12,Onsite,Other,Senior,Bachelor's
229,Charlie,33,Finance,114572,10,3.43,2020,96,7,Remote,Male,Entry,Master's
230,Diana,47,Marketing,115749,17,1.82,2022,142,11,Remote,Male,Manager,High School
231,Charlie,52,Marketing,113583,18,4.04,2021,89,8,Remote,Other,Manager,PhD
232,Bob,59,Sales,92086,11,4.16,2018,28,10,Hybrid,Other,Entry,Bachelor's
233,Charlie,59,Marketing,79036,12,1.7,2022,106,5,Remote,Female,Manager,PhD
234,Alice,48,Sales,70408,13,3.51,2020,15,3,Remote,Male,Manager,Master's
235,Charlie,48,IT,103705,5,2.16,2022,141,3,Hybrid,Other,Senior,Master's
236,Eve,45,Marketing,100039,6,2.42,2020,28,1,Onsite,Male,Senior,PhD
237,Eve,38,Finance,81142,4,4.29,2021,157,9,Remote,Male,Manager,Master's
238,Bob,46,HR,43157,17,3.88,2018,115,6,Onsite,Other,Senior,High School
239,Eve,50,IT,64923,13,4.61,2018,158,11,Remote,Female,Senior,Bachelor's
240,Eve,48,Sales,83746,8,4.62,2021,174,0,Onsite,Female,Entry,Bachelor's
241,Bob,35,HR,110355,16,2.48,2022,87,5,Hybrid,Other,Manager,High School
242,Charlie,28,Finance,73895,19,4.92,2022,130,3,Remote,Female,Entry,PhD
243,Alice,43,Sales,72936,7,2.45,2021,142,12,Hybrid,Other,Senior,PhD
244,Alice,43,IT,49732,17,4.44,2022,187,11,Onsite,Male,Entry,PhD
245,Eve,54,Marketing,31076,17,4.79,2019,84,0,Hybrid,Other,Manager,Bachelor's
246,Bob,31,Marketing,105326,13,2.82,2021,153,5,Remote,Female,Entry,Bachelor's
247,Charlie,57,Sales,93121,14,2.18,2018,129,7,Remote,Female,Senior,Bachelor's
248,Eve,47,Finance,118240,17,1.08,2020,76,11,Onsite,Other,Entry,PhD
249,Charlie,48,Finance,63361,5,3.08,2022,198,13,Remote,Female,Senior,High School
250,Alice,43,Marketing,30782,10,4.76,2019,107,13,Onsite,Female,Mid,Bachelor's
251,Bob,55,IT,79624,8,4.76,2018,40,14,Hybrid,Female,Manager,PhD
252,Diana,39,Finance,115714,12,3.77,2018,24,11,Onsite,Male,Entry,Master's
253,Bob,47,HR,73368,14,4.31,2021,165,11,Remote,Female,Entry,PhD
254,Eve,22,HR,44489,13,2.97,2022,90,3,Hybrid,Female,Manager,Bachelor's
255,Diana,45,IT,86020,4,4.48,2020,41,8,Onsite,Female,Entry,Master's
256,Charlie,53,Sales,38499,5,2.63,2019,142,2,Onsite,Male,Entry,Master's
257,Alice,52,Finance,93639,7,2.38,2018,172,5,Onsite,Female,Manager,Bachelor's
258,Diana,43,Sales,57945,1,2.99,2021,135,0,Hybrid,Other,Senior,High School
259,Eve,44,Sales,118849,5,2.37,2020,22,0,Hybrid,Male,Senior,Master's
260,Diana,54,Marketing,82011,7,4.57,2018,86,0,Onsite,Other,Senior,High School
261,Bob,23,Sales,32673,9,4.12,2022,192,6,Hybrid,Other,Manager,PhD
262,Eve,59,Marketing,77447,6,2.39,2019,95,4,Hybrid,Female,Mid,Master's
263,Diana,33,Finance,75702,2,3.49,2021,190,13,Hybrid,Female,Entry,High School
264,Charlie,44,HR,34913,11,3.39,2018,129,0,Hybrid,Male,Manager,High School
265,Eve,52,HR,44114,8,2.42,2020,95,9,Hybrid,Other,Senior,High School
266,Diana,56,Marketing,54015,13,2.2,2020,165,5,Hybrid,Other,Manager,Master's
267,Charlie,50,HR,112123,17,2.35,2018,15,6,Hybrid,Female,Entry,PhD
268,Alice,26,Finance,69259,13,2.01,2019,61,3,Hybrid,Other,Senior,High School
269,Eve,34,HR,106787,18,1.53,2019,138,9,Remote,Male,Mid,PhD
270,Charlie,57,Marketing,83277,18,2.97,2020,62,4,Hybrid,Male,Senior,PhD
271,Eve,43,IT,39849,11,4.54,2021,98,8,Hybrid,Male,Manager,High School
272,Alice,25,Finance,118510,11,2.49,2018,89,14,Hybrid,Other,Manager,Bachelor's
273,Alice,54,IT,59100,2,3.7,2018,172,2,Remote,Other,Manager,Bachelor's
274,Charlie,41,Finance,41280,10,2.37,2018,8,13,Onsite,Female,Senior,Bachelor's
275,Alice,28,Marketing,42779,12,1.08,2018,196,5,Hybrid,Other,Manager,High School
276,Bob,41,Sales,58853,9,3.97,2018,73,11,Remote,Other,Mid,Master's
277,Bob,54,Marketing,112418,3,1.09,2022,78,8,Remote,Other,Entry,Bachelor's
278,Alice,44,IT,82778,17,1.85,2018,147,4,Hybrid,Male,Mid,High School
279,Charlie,56,IT,63245,2,2.16,2022,78,14,Onsite,Other,Mid,Bachelor's
280,Charlie,32,Marketing,89015,16,4.53,2019,32,10,Remote,Other,Senior,PhD
281,Eve,42,Sales,100254,10,3.58,2018,10,12,Onsite,Male,Entry,High School
282,Diana,43,Sales,90289,17,3.97,2018,199,9,Hybrid,Other,Entry,PhD
283,Bob,36,Marketing,69637,9,1.7,2022,64,8,Remote,Male,Mid,Master's
284,Eve,54,Sales,98430,11,4.67,2020,172,4,Onsite,Female,Mid,Bachelor's
285,Alice,28,IT,71949,15,2.91,2020,140,11,Remote,Female,Manager,High School
286,Bob,52,Finance,62812,9,4.78,2020,172,7,Onsite,Female,Entry,High School
287,Bob,30,Marketing,53675,8,4.76,2020,163,1,Hybrid,Male,Senior,High School
288,Eve,50,Sales,111794,18,2.37,2019,6,1,Onsite,Female,Mid,Bachelor's
289,Eve,33,HR,59744,13,3.13,2022,181,10,Onsite,Female,Senior,Master's
290,Bob,55,HR,108073,1,2.61,2018,108,10,Onsite,Male,Mid,High School
291,Alice,58,Sales,30031,14,3.03,2019,38,11,Hybrid,Female,Senior,Bachelor's
292,Diana,29,Sales,69848,5,4.69,2021,187,11,Remote,Female,Manager,Bachelor's
293,Eve,40,Sales,50279,6,4.02,2019,143,9,Remote,Female,Mid,Bachelor's
294,Diana,57,HR,58624,2,2.81,2021,128,9,Hybrid,Other,Senior,Bachelor's
295,Alice,52,Sales,94567,3,4.22,2018,18,2,Hybrid,Other,Senior,Bachelor's
296,Charlie,36,HR,30035,12,3.92,2019,0,12,Hybrid,Female,Manager,Bachelor's
297,Charlie,28,HR,79566,3,2.4,2022,58,10,Remote,Other,Mid,PhD
298,Eve,36,HR,78404,18,4.16,2022,14,12,Onsite,Female,Mid,High School
299,Bob,46,HR,49944,5,4.95,2021,68,9,Hybrid,Female,Manager,Bachelor's
300,Alice,28,Sales,46004,10,2.42,2022,47,7,Hybrid,Male,Entry,PhD
301,Charlie,57,Marketing,85826,9,1.57,2018,80,9,Onsite,Male,Entry,High School
302,Diana,30,Finance,99367,3,4.09,2018,98,14,Hybrid,Other,Entry,Bachelor's
303,Charlie,52,IT,85012,19,4.49,2020,64,9,Onsite,Other,Senior,PhD
304,Eve,43,Marketing,39653,13,4.32,2021,77,5,Remote,Other,Entry,PhD
305,Charlie,30,HR,46262,19,2.76,2020,0,4,Remote,Other,Mid,Bachelor's
306,Charlie,44,Finance,76344,18,1.6,2018,0,4,Onsite,Other,Senior,Master's
307,Charlie,34,Marketing,50628,3,1.8,2021,56,2,Remote,Male,Senior,Master's
308,Diana,30,Finance,67848,4,2.31,2021,180,11,Onsite,Female,Mid,Bachelor's
309,Eve,57,HR,46850,7,3.0,2022,85,6,Onsite,Other,Entry,PhD
