Employee_ID,Name,Age,Department,Salary,Years_at_Company,Performance_Score,Last_Promotion_Year,Training_Hours,Sick_Days,Work_Location,Gender,Job_Level,Education_Level
23,Diana,27,Sales,104234.10339500694,14,3.633807676102602,2018,94,2.732384647794796,Remote,Male,Entry,Master's
24,Diana,47,Sales,82250.24330723097,9,2.335395307513215,2018,15,5.32920938497357,Hybrid,Male,Entry,High School
25,Alice,55,HR,,6,2.7185468749030504,2018,47,5.562906250193899,Remote,Other,Manager,Master's
26,Diana,25,Finance,94822.18189015838,1,2.3834556213148455,2019,56,6.233088757370309,Onsite,Other,Senior,PhD
27,Diana,31,HR,66740.04138976193,1,1.3385582880731346,2018,51,8.322883423853732,Onsite,Male,Mid,PhD
28,Charlie,37,Finance,78767.80840473498,6,2.40285465643933,2018,105,6.19429068712134,Onsite,Other,Entry,PhD
29,Diana,46,Sales,,9,3.391347460375061,2019,132,5.217305079249878,Onsite,Other,Manager,High School
30,Alice,48,Marketing,106544.56280905785,8,1.1084301540195909,2018,13,7.783139691960818,Onsite,Male,Senior,PhD
31,Charlie,50,IT,69697.20276282469,1,1.0,2018,13,9.0,Remote,Male,Senior,Bachelor's
32,Charlie,27,HR,92537.35456080388,3,3.389592283659127,2019,112,3.2208154326817464,Remote,Female,Senior,High School
33,Diana,25,Sales,118603.34854011386,18,2.982272115867949,2019,121,6.035455768264102,Hybrid,Male,Entry,Master's
34,Bob,38,Marketing,136646.54100833647,15,4.578740951734026,2023,182,2.8425180965319488,Remote,Male,Senior,Bachelor's
35,Diana,39,HR,129894.41321785015,17,1.0,2018,0,10.0,Hybrid,Female,Senior,Bachelor's
36,Eve,31,IT,106995.12282490903,4,2.5717496463336604,2019,108,6.856500707332679,Remote,Other,Senior,Bachelor's
37,Charlie,47,HR,122893.88586577377,17,3.749508143192928,2018,131,2.5009837136141444,Remote,Male,Entry,Master's
38,Charlie,31,HR,104273.2532377106,19,2.2072713841435534,2019,49,5.585457231712893,Onsite,Male,Entry,High School
39,Eve,43,HR,74932.93322754322,1,2.4853681552482554,2019,39,5.029263689503489,Onsite,Other,Mid,Bachelor's
40,Alice,27,IT,103414.04074221988,6,5.0,2023,174,1.0,Onsite,Male,Mid,Bachelor's
41,Eve,35,HR,120533.27611073453,19,3.4131866230056245,2019,95,3.173626753988751,Remote,Other,Entry,PhD
42,Alice,39,IT,,8,2.9762960519728487,2018,144,4.0474078960543025,Onsite,Male,Manager,High School
43,Diana,55,Sales,,4,1.4283052848464406,2019,27,9.143389430307119,Hybrid,Male,Manager,Master's
44,Alice,53,Sales,152958.10587132993,15,1.4912506191617698,2018,23,9.01749876167646,Hybrid,Female,Senior,PhD
45,Alice,54,Finance,54269.5073010317,1,2.3711137123527526,2018,74,5.257772575294495,Hybrid,Male,Entry,PhD
46,Alice,47,HR,118193.99644259865,15,2.7680199545484614,2018,103,6.463960090903077,Hybrid,Other,Senior,Bachelor's
47,Diana,57,Marketing,,6,2.4514578230178423,2018,80,7.097084353964315,Hybrid,Female,Manager,PhD
48,Eve,34,IT,,9,4.78538198737756,2022,192,2.4292360252448795,Remote,Other,Manager,High School
49,Eve,27,IT,135739.7598164712,13,1.3502912426082665,2018,10,8.299417514783467,Hybrid,Other,Senior,Master's
50,Eve,39,Marketing,,8,3.747795635075456,2019,153,4.504408729849088,Hybrid,Male,Manager,High School
51,Bob,38,Sales,,3,3.1974861162004404,2019,87,5.605027767599119,Hybrid,Male,Manager,Master's
52,Charlie,23,Finance,107019.12231191361,17,3.92153922863303,2019,130,3.15692154273394,Onsite,Female,Entry,Master's
53,Charlie,55,Marketing,78140.38788646215,2,1.2629442608082306,2018,2,8.474111478383538,Onsite,Other,Mid,PhD
54,Charlie,36,IT,102267.1050045306,8,2.117496927655024,2019,65,7.765006144689952,Remote,Male,Senior,Bachelor's
55,Bob,49,Marketing,89900.17917390172,5,2.7859514099703353,2018,111,5.428097180059329,Hybrid,Male,Senior,PhD
56,Alice,30,Marketing,,9,3.0947269819174816,2018,110,4.810546036165037,Onsite,Female,Manager,Master's
57,Bob,27,IT,123788.11561204251,14,3.555572243088154,2018,146,2.8888555138236924,Remote,Female,Senior,Master's
58,Bob,29,Sales,85070.34388448477,9,4.970703920337214,2023,183,1.0585921593255723,Remote,Male,Mid,Master's
59,Eve,50,HR,,9,1.1826834839699583,2018,29,9.634633032060083,Onsite,Other,Manager,Bachelor's
60,Charlie,34,IT,,4,4.130338208625842,2023,141,2.739323582748316,Hybrid,Other,Manager,Master's
61,Bob,51,IT,,3,2.926057808673276,2019,71,5.147884382653448,Hybrid,Other,Manager,PhD
62,Alice,58,Marketing,130455.43470627538,18,2.003792552286345,2018,57,7.99241489542731,Remote,Female,Mid,Bachelor's
63,Diana,25,Marketing,,1,4.088702716227122,2023,184,2.8225945675457567,Hybrid,Female,Manager,Master's
64,Bob,30,HR,102725.25867891804,5,1.6327083036168775,2018,19,8.734583392766245,Onsite,Female,Senior,High School
65,Bob,50,Finance,82923.07920012626,11,2.063489325405668,2018,43,7.873021349188664,Hybrid,Other,Entry,PhD
66,Charlie,24,Marketing,130322.53485435253,12,3.4323531219971883,2019,124,5.135293756005623,Remote,Female,Senior,PhD
67,Charlie,46,Marketing,75061.15950741494,9,3.201890258490214,2018,133,3.5962194830195724,Remote,Other,Entry,PhD
68,Bob,24,Sales,,9,2.249095974155615,2018,47,6.50180805168877,Onsite,Other,Manager,Bachelor's
69,Charlie,45,Sales,,2,5.0,2022,192,0.0,Hybrid,Female,Manager,High School
70,Diana,54,IT,85047.11217590253,5,1.0,2019,7,8.0,Remote,Other,Mid,Master's
71,Eve,49,Marketing,76477.48425160054,2,4.965401133643142,2023,172,0.06919773271371632,Hybrid,Female,Mid,Bachelor's
72,Diana,55,Sales,83629.7464880009,1,1.3354126720231356,2018,12,8.329174655953729,Remote,Female,Senior,High School
73,Diana,50,IT,,7,3.9794802047034166,2018,133,2.041039590593167,Onsite,Other,Manager,Master's
74,Alice,34,Marketing,125300.43929209685,19,3.125462901531328,2018,137,5.749074196937344,Hybrid,Male,Mid,PhD
75,Charlie,44,Sales,90915.27938158138,12,1.1343563606723377,2019,20,7.731287278655325,Onsite,Other,Mid,Bachelor's
76,Diana,27,Sales,,4,2.8218102484882506,2018,58,4.356379503023499,Hybrid,Female,Manager,High School
77,Diana,58,Finance,106285.71685028427,17,3.7398851835603146,2019,102,4.520229632879371,Onsite,Male,Entry,High School
78,Bob,27,Sales,109650.63147211832,8,3.437843913187603,2018,112,4.124312173624794,Hybrid,Female,Senior,Bachelor's
79,Diana,30,Finance,116317.4182535079,14,4.966684460698259,2023,159,2.066631078603482,Onsite,Other,Entry,High School
80,Eve,31,HR,,10,3.6235714016228204,2018,149,3.752857196754359,Onsite,Female,Manager,PhD
81,Diana,57,HR,108485.23290640039,19,2.506474479818703,2018,86,6.987051040362594,Remote,Other,Mid,High School
82,Eve,40,Finance,100328.53482437611,8,2.763729285058811,2019,72,4.472541429882378,Hybrid,Female,Senior,Bachelor's
83,Charlie,35,IT,,17,4.755317311232395,2022,195,0.4893653775352096,Remote,Other,Manager,Bachelor's
84,Eve,59,IT,,12,4.167682405498475,2022,149,2.66463518900305,Remote,Female,Manager,PhD
85,Alice,43,Marketing,,7,5.0,2023,184,2.0,Hybrid,Female,Manager,Master's
86,Eve,48,HR,,14,1.9117934738159752,2018,29,7.17641305236805,Hybrid,Other,Manager,PhD
87,Eve,24,Finance,118483.34941551689,11,1.7709233047165645,2018,26,6.458153390566871,Hybrid,Male,Senior,High School
88,Alice,26,IT,125878.73585511207,18,2.6274675606634754,2018,73,5.745064878673049,Remote,Male,Entry,Master's
89,Eve,31,Finance,112530.02217377827,14,3.323197935724494,2019,141,4.353604128551012,Onsite,Female,Mid,Bachelor's
90,Eve,37,Finance,73192.36136353922,1,2.3705954750316427,2019,118,5.258809049936715,Onsite,Other,Mid,High School
91,Bob,25,Marketing,,16,3.0106352174135047,2018,73,5.978729565172991,Hybrid,Other,Manager,PhD
92,Eve,38,Marketing,104426.51816097388,12,1.0,2018,9,10.0,Hybrid,Other,Entry,Master's
93,Bob,34,IT,76541.30422062505,5,4.226142310680535,2022,121,2.54771537863893,Remote,Other,Mid,High School
94,Eve,31,HR,73138.21314059527,1,1.6896992309503052,2018,54,7.62060153809939,Remote,Female,Senior,High School
95,Charlie,48,Sales,95491.98492521155,7,5.0,2022,184,0.0,Hybrid,Female,Mid,PhD
96,Bob,31,Sales,106577.365584994,19,2.5192381655662635,2018,80,4.961523668867473,Onsite,Other,Senior,High School
97,Bob,53,Marketing,,2,4.249085787237755,2022,172,1.50182842552449,Remote,Male,Manager,High School
98,Alice,23,Finance,104325.00220138626,14,1.6343882694360325,2019,49,6.731223461127935,Onsite,Female,Entry,PhD
99,Diana,59,Sales,,6,1.5328475385325029,2019,74,6.934304922934994,Hybrid,Male,Manager,Bachelor's
100,Alice,23,Sales,88399.22177567246,3,2.18930184537152,2019,66,6.62139630925696,Remote,Male,Entry,PhD
101,Alice,55,Marketing,77134.69360288137,1,2.524691935191984,2018,137,4.950616129616032,Remote,Male,Mid,Master's
102,Eve,35,Sales,108969.28698848843,10,1.4319752788697335,2019,0,7.136049442260533,Remote,Male,Mid,PhD
103,Eve,37,Sales,70606.39068314036,1,4.316843779417421,2022,155,3.3663124411651584,Hybrid,Other,Mid,Bachelor's
104,Charlie,36,Sales,111024.592195148,9,1.4694326185218527,2018,33,9.061134762956295,Remote,Male,Senior,Master's
105,Bob,30,IT,93591.83191414711,3,2.376573096253945,2018,53,7.24685380749211,Remote,Other,Senior,Bachelor's
106,Eve,27,Sales,69685.35114601438,3,1.5175375742893955,2019,61,6.964924851421209,Hybrid,Female,Entry,PhD
107,Alice,56,HR,124294.18227354233,13,2.33082959453826,2019,6,7.33834081092348,Onsite,Male,Senior,Bachelor's
108,Eve,43,Marketing,51946.865655980684,1,4.35919840847737,2023,191,2.2816031830452594,Onsite,Female,Entry,Bachelor's
109,Diana,58,Finance,96383.99603559547,6,1.993951100271539,2018,80,6.012097799456922,Remote,Other,Senior,PhD
110,Bob,55,Marketing,,6,1.0,2019,45,10.0,Hybrid,Other,Manager,Master's
111,Bob,55,IT,96669.74529818377,5,1.0,2018,18,9.0,Onsite,Other,Senior,Master's
112,Diana,32,IT,,5,3.378457361365985,2018,99,5.24308527726803,Hybrid,Female,Manager,PhD
113,Diana,56,Sales,,15,4.3092136866068085,2023,180,3.381572626786383,Onsite,Female,Manager,Master's
114,Diana,23,IT,103937.88658604045,12,2.802125048752181,2019,72,6.395749902495638,Hybrid,Male,Entry,Master's
115,Charlie,54,IT,95418.41540335912,12,1.9825340889898675,2018,66,7.0349318220202655,Hybrid,Other,Senior,High School
116,Bob,37,Sales,105517.6339088239,7,4.008780100611565,2022,124,2.98243979877687,Remote,Male,Senior,High School
117,Charlie,40,HR,73408.5939627456,6,2.009324240379869,2018,46,6.981351519240262,Onsite,Female,Mid,Master's
118,Alice,41,Marketing,125582.44120091973,13,5.0,2023,164,2.0,Hybrid,Other,Senior,High School
119,Diana,59,Marketing,91710.06104048782,6,5.0,2022,180,0.0,Onsite,Other,Mid,Master's
120,Charlie,36,Finance,104763.41147336448,10,4.518232316197123,2023,184,1.963535367605754,Onsite,Other,Mid,Bachelor's
121,Diana,56,Finance,88269.23204052757,3,5.0,2022,195,2.0,Hybrid,Male,Mid,Bachelor's
122,Diana,24,Sales,84866.0233461431,10,3.1829896533317448,2019,97,5.6340206933365105,Hybrid,Female,Entry,Master's
123,Diana,37,Finance,120363.37782304836,14,2.3139140956573248,2019,31,7.3721718086853505,Onsite,Female,Senior,Bachelor's
124,Alice,39,IT,,18,2.845618546019582,2019,93,4.308762907960836,Hybrid,Female,Manager,Master's
125,Diana,48,Marketing,,1,3.9207935401219114,2018,150,2.158412919756177,Hybrid,Male,Manager,Master's
126,Alice,32,Sales,131057.19141664245,18,3.7892123422015187,2018,134,3.4215753155969626,Hybrid,Female,Mid,High School
127,Diana,43,HR,54427.77632569401,1,3.2078174656023477,2018,73,4.584365068795305,Onsite,Male,Entry,Master's
128,Bob,53,Marketing,134079.08200807706,17,2.4951075405715857,2018,91,7.009784918856829,Onsite,Female,Senior,Bachelor's
129,Bob,33,Marketing,82455.04607913073,3,2.0322098258589856,2019,69,6.935580348282029,Onsite,Other,Mid,Master's
130,Bob,43,HR,,11,3.1546299878806785,2019,130,3.690740024238643,Onsite,Female,Manager,Bachelor's
131,Alice,39,Marketing,,16,3.5908778290543153,2019,129,3.8182443418913694,Onsite,Female,Manager,High School
132,Charlie,39,HR,49927.78353588065,2,4.178862595441622,2022,171,1.6422748091167563,Hybrid,Male,Mid,PhD
133,Eve,43,HR,90795.74808713564,8,2.3889858313201002,2018,94,5.2220283373597995,Remote,Male,Mid,Bachelor's
134,Eve,39,Sales,117555.00232949494,10,2.992614249717365,2019,103,4.01477150056527,Hybrid,Female,Senior,Master's
135,Bob,45,Sales,,4,4.943754053165503,2022,193,0.11249189366899337,Remote,Male,Manager,PhD
136,Bob,26,Finance,61583.62221307409,1,1.0,2018,20,8.0,Onsite,Other,Senior,Bachelor's
137,Alice,47,Finance,123699.39516814004,19,2.0324648508947303,2019,101,5.935070298210539,Remote,Male,Mid,PhD
138,Alice,26,HR,124526.93688075509,17,2.0757150521890897,2018,43,6.848569895621821,Onsite,Other,Mid,Bachelor's
139,Bob,54,HR,121696.88385560596,17,2.492347094897715,2019,96,7.01530581020457,Onsite,Female,Entry,High School
140,Charlie,55,IT,94166.79269484617,3,1.0,2019,21,9.0,Remote,Female,Senior,Bachelor's
141,Alice,57,HR,,4,1.092327557879596,2018,4,9.815344884240808,Remote,Female,Manager,PhD
142,Diana,52,Marketing,69382.482564317,5,2.8637564656415644,2019,99,6.272487068716871,Remote,Other,Entry,PhD
143,Alice,35,IT,,9,3.068503328978309,2019,113,3.8629933420433824,Remote,Female,Manager,PhD
144,Diana,36,HR,,5,4.793002415167723,2023,156,2.4139951696645543,Hybrid,Other,Manager,Master's
145,Eve,45,Finance,72216.50340370843,4,2.124725979564741,2019,45,6.750548040870518,Hybrid,Male,Entry,High School
146,Bob,48,Sales,94677.3718284931,17,1.2218458998714694,2018,34,7.556308200257061,Remote,Female,Entry,Master's
147,Eve,49,Sales,118525.52988258244,4,2.909261803515955,2019,104,6.18147639296809,Remote,Male,Senior,Bachelor's
148,Eve,25,Finance,,9,4.28699381616075,2022,183,2.4260123676784993,Remote,Female,Manager,PhD
149,Diana,44,Sales,96681.46602648776,9,4.113243354744056,2022,185,2.7735132905118878,Hybrid,Other,Mid,Bachelor's
150,Eve,25,HR,69194.7916855282,6,5.0,2022,171,1.0,Remote,Male,Entry,High School
151,Charlie,33,IT,104432.04060329284,12,4.393959027757528,2022,179,2.212081944484945,Onsite,Female,Mid,PhD
152,Charlie,55,Finance,,18,2.538147345226358,2018,125,4.923705309547284,Hybrid,Male,Manager,Master's
153,Alice,42,IT,98872.2884814272,7,3.15871407730195,2018,95,5.6825718453961,Remote,Female,Mid,High School
154,Alice,39,Marketing,66203.32164462979,5,1.0,2018,66,9.0,Remote,Other,Mid,Bachelor's
155,Diana,45,Finance,71817.5882022473,4,4.140889366971605,2023,162,2.7182212660567906,Onsite,Male,Entry,Master's
156,Eve,46,Marketing,80155.97148982409,1,1.7010736699375122,2018,30,8.597852660124975,Onsite,Female,Senior,Master's
157,Eve,44,Marketing,,14,2.030195421292086,2018,45,7.939609157415828,Onsite,Female,Manager,Bachelor's
158,Charlie,26,Finance,117523.83575449683,19,4.457232343025015,2022,167,1.0855353139499702,Hybrid,Other,Mid,Master's
159,Diana,53,Marketing,137882.94788810087,18,4.962341794345896,2023,185,1.0753164113082079,Remote,Other,Senior,High School
160,Charlie,53,Marketing,132819.1594406573,19,3.013240445877296,2018,110,4.973519108245408,Hybrid,Male,Senior,High School
161,Diana,55,Finance,101166.90170540535,15,1.799815265545256,2019,8,7.4003694689094885,Remote,Male,Entry,Bachelor's
162,Alice,40,Sales,75153.14343355992,2,1.3447984848705992,2018,21,9.3104030302588,Onsite,Other,Entry,Bachelor's
163,Diana,39,IT,69968.62008570827,2,3.949797124607498,2019,161,4.100405750785004,Remote,Other,Senior,Master's
164,Bob,37,Finance,102734.1725163762,17,3.6681987058342593,2019,100,2.6636025883314813,Hybrid,Male,Entry,Master's
165,Alice,41,HR,121010.37227477723,16,1.0,2018,9,10.0,Remote,Other,Senior,PhD
166,Alice,49,Finance,113519.49833742897,11,3.0459289534629037,2018,97,4.908142093074193,Onsite,Other,Mid,High School
167,Diana,34,Sales,102498.41325503509,5,4.074907761725121,2023,168,3.8501844765497584,Hybrid,Male,Senior,High School
168,Alice,24,Marketing,81939.48215087537,3,2.89930461730029,2018,76,4.20139076539942,Onsite,Female,Entry,High School
169,Charlie,59,Sales,76978.4051424964,3,4.534293802310683,2023,194,1.9314123953786346,Onsite,Female,Mid,Master's
170,Bob,53,Marketing,,15,2.8190441436546907,2018,114,6.361911712690619,Onsite,Other,Manager,Bachelor's
171,Charlie,23,IT,76612.18144110998,3,1.4694035884429393,2019,48,8.061192823114121,Hybrid,Male,Mid,Bachelor's
172,Eve,59,Sales,104231.28515795668,16,4.542963156146364,2022,185,2.9140736877072726,Hybrid,Male,Entry,Master's
173,Charlie,44,Sales,126164.40018619534,17,3.5069766146514136,2019,170,4.986046770697173,Onsite,Other,Entry,PhD
174,Eve,47,Marketing,80952.09852193206,6,2.1658447337201476,2018,45,5.668310532559705,Hybrid,Female,Entry,Master's
175,Bob,30,HR,114178.59972240115,12,3.420009703991254,2018,140,3.159980592017492,Remote,Other,Senior,PhD
176,Diana,44,Marketing,,9,1.7179383956055432,2018,30,6.564123208788914,Onsite,Female,Manager,Bachelor's
177,Bob,32,Marketing,81214.98446618697,10,2.633591207046631,2018,63,5.732817585906738,Hybrid,Other,Mid,Master's
178,Diana,55,Sales,107354.54210519875,15,1.1710873533426898,2019,56,9.65782529331462,Hybrid,Male,Entry,High School
179,Bob,44,Sales,69657.55439352868,2,1.0,2018,19,9.0,Onsite,Other,Entry,Master's
180,Diana,31,HR,112230.93452878631,17,5.0,2023,197,2.0,Hybrid,Other,Senior,Bachelor's
181,Bob,57,Finance,,13,3.7914720281685876,2019,168,3.4170559436628247,Hybrid,Male,Manager,Bachelor's
182,Bob,22,HR,,6,4.2345587843060475,2022,155,3.530882431387905,Onsite,Male,Manager,PhD
183,Eve,32,IT,,10,4.758452546190702,2023,174,1.4830949076185966,Onsite,Other,Manager,Master's
184,Diana,35,Sales,59284.50370461709,4,4.659185839290103,2023,175,0.6816283214197938,Remote,Other,Entry,Master's
185,Eve,30,HR,113975.98776498725,16,2.0937028500928543,2018,48,5.812594299814291,Remote,Other,Mid,PhD
186,Eve,24,Finance,,19,2.0213115166779088,2019,88,7.9573769666441825,Remote,Female,Manager,Master's
187,Bob,37,Finance,107620.39336273794,18,4.853944623067026,2023,190,1.2921107538659484,Remote,Other,Entry,High School
188,Bob,43,HR,,15,2.946763038625676,2019,105,6.106473922748648,Remote,Other,Manager,Bachelor's
189,Diana,39,HR,77738.9482697582,1,2.1743564583895845,2018,65,6.651287083220831,Remote,Male,Senior,Bachelor's
190,Charlie,41,Finance,57812.58079398826,4,2.947820541238648,2018,81,4.104358917522704,Remote,Other,Entry,Bachelor's
191,Diana,29,HR,87845.63145946915,2,2.9009421430423625,2018,104,5.198115713915275,Remote,Other,Mid,PhD
192,Charlie,41,HR,114851.01461254769,11,4.197988496325068,2023,168,1.6040230073498645,Remote,Male,Senior,Bachelor's
193,Diana,45,IT,60809.0328147339,5,3.626808950587752,2019,91,2.746382098824496,Onsite,Male,Entry,Master's
194,Alice,44,HR,,16,1.4696498709618737,2019,22,7.060700258076253,Remote,Other,Manager,PhD
195,Alice,25,Finance,,3,2.4706105945887864,2019,70,5.058778810822427,Remote,Other,Manager,High School
196,Alice,44,Finance,124072.0268792749,16,4.425360359394898,2023,141,2.1492792812102035,Hybrid,Female,Mid,Bachelor's
197,Charlie,50,Finance,101991.3374743715,5,1.476970649254921,2019,33,7.046058701490158,Remote,Male,Senior,Master's
198,Bob,34,HR,,2,2.435833826067948,2018,52,6.128332347864104,Onsite,Female,Manager,Bachelor's
199,Bob,35,Finance,111642.23436594145,15,3.505888545711306,2019,147,4.988222908577388,Hybrid,Other,Senior,Bachelor's
200,Bob,56,Sales,110567.87571743142,18,1.6065335349742376,2019,11,6.786932930051525,Onsite,Female,Mid,High School
201,Charlie,29,Finance,79632.11929847818,5,4.761564222914148,2022,140,1.4768715541717032,Remote,Other,Entry,PhD
202,Diana,28,Sales,54729.78190150556,1,2.361441465817085,2019,42,7.27711706836583,Remote,Other,Mid,High School
203,Bob,31,Marketing,126367.59485526194,15,1.0,2019,2,10.0,Hybrid,Other,Senior,High School
204,Diana,51,HR,67935.60650995077,2,1.8611176867494907,2019,72,7.2777646265010185,Hybrid,Female,Entry,PhD
205,Diana,50,HR,80661.7698955728,6,1.5236343041914502,2018,24,6.9527313916171,Onsite,Male,Mid,PhD
206,Eve,52,Finance,99403.0416241608,3,1.543948139430845,2018,65,8.91210372113831,Onsite,Other,Senior,High School
207,Bob,43,Sales,,18,2.185195582968008,2019,73,5.629608834063984,Onsite,Male,Manager,High School
208,Diana,30,IT,83814.91725808778,5,3.0655639983704575,2018,55,5.868872003259085,Onsite,Female,Entry,PhD
209,Charlie,36,Sales,103506.05364629667,10,1.8818906915404194,2019,38,7.236218616919161,Onsite,Other,Mid,Master's
210,Diana,36,Marketing,107563.13028292752,7,2.0085300519888056,2018,33,5.982939896022389,Hybrid,Other,Senior,PhD
211,Alice,27,Sales,,5,1.9038647817319612,2018,15,8.192270436536077,Onsite,Male,Manager,Master's
212,Diana,23,Sales,,10,3.9422376782174426,2018,190,4.115524643565115,Remote,Other,Manager,PhD
213,Diana,42,Finance,71343.66289238536,2,2.4598452354457008,2019,51,5.0803095291085985,Hybrid,Other,Mid,Bachelor's
214,Bob,29,HR,92708.499841187,6,1.0,2018,1,10.0,Remote,Male,Mid,Master's
215,Diana,31,Sales,74990.16409751977,4,3.348443585999379,2018,92,4.303112828001242,Onsite,Female,Mid,Master's
216,Eve,40,IT,,17,1.1049441347383102,2019,5,8.79011173052338,Hybrid,Female,Manager,PhD
217,Alice,56,Marketing,92050.76065617596,7,2.51295215444142,2018,36,4.97409569111716,Remote,Male,Senior,PhD
218,Eve,47,HR,68794.7602402413,4,3.3122624926327515,2019,102,5.375475014734497,Hybrid,Male,Senior,Bachelor's
219,Alice,55,Marketing,87035.77446125573,4,3.8614325025763567,2019,171,2.2771349948472865,Remote,Other,Mid,Master's
220,Alice,28,Sales,,18,4.2018062012540796,2023,163,3.596387597491841,Onsite,Other,Manager,Master's
221,Bob,41,Sales,79886.90287567842,9,2.331233188345925,2019,27,7.33753362330815,Remote,Other,Entry,PhD
222,Charlie,36,Finance,,2,3.016023074638238,2019,95,3.967953850723524,Hybrid,Male,Manager,Bachelor's
223,Charlie,57,Marketing,103589.1922234137,7,2.6097352052679454,2019,67,6.780529589464109,Hybrid,Other,Senior,Bachelor's
224,Diana,32,HR,138694.8764213595,19,3.0447012624940437,2019,112,3.9105974750119126,Remote,Other,Senior,Master's
225,Bob,34,Sales,,1,3.83368477753492,2018,121,4.33263044493016,Hybrid,Female,Manager,Master's
226,Eve,28,Marketing,78563.8607511356,5,1.5706295354609305,2019,42,6.858740929078139,Hybrid,Other,Mid,Master's
227,Alice,39,Finance,87276.01263860869,8,3.880068573415711,2018,141,3.239862853168578,Remote,Female,Mid,Bachelor's
228,Alice,42,Marketing,120223.5059402248,17,4.957043482328867,2023,157,2.0859130353422657,Onsite,Other,Senior,Bachelor's
229,Charlie,33,Finance,76591.94274535337,10,3.2010210459571224,2018,96,3.597957908085755,Remote,Male,Entry,Master's
230,Diana,47,Marketing,,17,3.582567166528904,2018,142,4.834865666942192,Remote,Male,Manager,High School
231,Charlie,52,Marketing,,18,2.913830366889046,2018,89,4.172339266221908,Remote,Other,Manager,PhD
232,Bob,59,Sales,91080.19980035716,11,1.1596770613535452,2019,28,7.68064587729291,Hybrid,Other,Entry,Bachelor's
233,Charlie,59,Marketing,,12,3.1611457252463273,2019,106,3.6777085495073454,Remote,Female,Manager,PhD
234,Alice,48,Sales,,13,1.0,2018,15,10.0,Remote,Male,Manager,Master's
235,Charlie,48,IT,103789.12795300863,5,4.737745027146927,2022,141,2.5245099457061464,Hybrid,Other,Senior,Master's
236,Eve,45,Marketing,99685.52615660935,6,1.8126155401669575,2018,28,6.374768919666085,Onsite,Male,Senior,PhD
237,Eve,38,Finance,,4,3.015554710066172,2019,157,5.968890579867656,Remote,Male,Manager,Master's
238,Bob,46,HR,129558.02108817907,17,2.702495361999851,2018,115,6.595009276000298,Onsite,Other,Senior,High School
239,Eve,50,IT,118735.9613090373,13,5.0,2022,158,2.0,Remote,Female,Senior,Bachelor's
240,Eve,48,Sales,85432.92604383652,8,4.305472979069458,2023,174,1.3890540418610833,Onsite,Female,Entry,Bachelor's
